Duration,Country,Device Type,Title,Duracion total,Start Time,clean_title,Season,Episode,Supplemental Video Type,genres,Original language,popularity,popularity_category
0:25:00,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Un hombre infiltrado: Temporada 1: Emily siempre llama dos veces (episodio 3),0:25:00,11/24/2024 4:22,Un hombre infiltrado: Emily siempre llama dos veces,1,3,SERIE,"['Comedy', 'Crime']",en,9.6069,Poco visto
0:25:34,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Un hombre infiltrado: Temporada 1: El hombre que sabía demasiado de puentes (episodio 2),0:25:34,11/24/2024 3:56,Un hombre infiltrado: El hombre que sabía demasiado de puentes,1,2,SERIE,"['Comedy', 'Crime']",en,9.6069,Poco visto
0:25:16,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Un hombre infiltrado: Temporada 1: El topo de la tercera edad (episodio 1),0:25:16,11/24/2024 3:27,Un hombre infiltrado: El topo de la tercera edad,1,1,SERIE,"['Comedy', 'Crime']",en,9.6069,Poco visto
0:38:58,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: ¿Y si me dice «no»? (episodio 10),1:00:22,11/20/2024 22:51,Love Is Blind: Argentina,1,10,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:21:24,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: ¿Y si me dice «no»? (episodio 10),1:00:22,11/20/2024 21:07,Love Is Blind: Argentina,1,10,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:14:23,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Enfrentar a los fantasmas (episodio 9),0:57:01,11/20/2024 20:52,Love Is Blind: Argentina,1,9,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:42:38,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Enfrentar a los fantasmas (episodio 9),0:57:01,11/20/2024 15:39,Love Is Blind: Argentina,1,9,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:52:19,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Una semana y... ¿nos casamos? (episodio 8),0:52:19,11/18/2024 23:32,Love Is Blind: Argentina,1,8,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:30:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Sostener (episodio 7),0:44:31,11/18/2024 23:01,Love Is Blind: Argentina,1,7,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:13:38,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Love Is Blind: Argentina: Temporada 1: Sostener (episodio 7),0:44:31,11/15/2024 0:29,Love Is Blind: Argentina,1,7,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:47:37,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Love Is Blind: Argentina: Temporada 1: Cortocircuitos en la convivencia (episodio 6),0:47:37,11/14/2024 23:39,Love Is Blind: Argentina,1,6,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:52:49,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Love Is Blind: Argentina: Temporada 1: Tormenta en el paraíso (episodio 5),0:52:49,11/14/2024 22:46,Love Is Blind: Argentina,1,5,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:26:35,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: Quiere firmar un acuerdo prenupcial (episodio 9),0:26:35,11/14/2024 15:33,El amor es ciego: Reino Unido,1,9,SERIE,['Reality'],es,0.6461,Poco visto
0:56:55,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: Adivinen quién regresó (episodio 8),0:56:55,11/13/2024 23:53,El amor es ciego: Reino Unido,1,8,SERIE,['Reality'],es,0.6461,Poco visto
0:48:59,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: ¿Ella es suficiente para ti? (episodio 7),0:48:59,11/13/2024 21:41,El amor es ciego: Reino Unido,1,7,SERIE,['Reality'],es,0.6461,Poco visto
0:12:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"El amor es ciego: Reino Unido: Temporada 1: Si ya lo hizo, lo volverá a hacer (episodio 6)",0:44:46,11/13/2024 21:26,El amor es ciego: Reino Unido,1,6,SERIE,['Reality'],es,0.6461,Poco visto
0:31:59,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,"El amor es ciego: Reino Unido: Temporada 1: Si ya lo hizo, lo volverá a hacer (episodio 6)",0:44:46,11/11/2024 1:34,El amor es ciego: Reino Unido,1,6,SERIE,['Reality'],es,0.6461,Poco visto
0:35:33,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,El amor es ciego: Reino Unido: Temporada 1: Cometí un error (episodio 5),0:37:31,11/11/2024 0:58,El amor es ciego: Reino Unido,1,5,SERIE,['Reality'],es,0.6461,Poco visto
0:01:58,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: Cometí un error (episodio 5),0:37:31,11/11/2024 0:43,El amor es ciego: Reino Unido,1,5,SERIE,['Reality'],es,0.6461,Poco visto
0:54:00,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: Tuvimos sexo… ¡dos veces! (episodio 4),0:54:00,11/10/2024 23:48,El amor es ciego: Reino Unido,1,4,SERIE,['Reality'],es,0.6461,Poco visto
0:28:42,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: Está aquí por la fama (episodio 3),0:59:59,11/10/2024 23:16,El amor es ciego: Reino Unido,1,3,SERIE,['Reality'],es,0.6461,Poco visto
0:31:17,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: Está aquí por la fama (episodio 3),0:59:59,11/10/2024 14:03,El amor es ciego: Reino Unido,1,3,SERIE,['Reality'],es,0.6461,Poco visto
1:02:52,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"El amor es ciego: Reino Unido: Temporada 1: Dos es pareja, tres es triángulo amoroso (episodio 2)",1:02:52,11/10/2024 3:49,El amor es ciego: Reino Unido,1,2,SERIE,['Reality'],es,0.6461,Poco visto
0:54:41,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Reino Unido: Temporada 1: Las cápsulas se abren (episodio 1),0:54:41,11/10/2024 2:52,El amor es ciego: Reino Unido,1,1,SERIE,['Reality'],es,0.6461,Poco visto
0:13:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Mi maravillosa vida,0:13:47,11/10/2024 2:25,Mi maravillosa vida,,,FILM,"['Animation', 'Comedy']",en,0.1155,Poco visto
0:00:33,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Love Is Blind: Argentina: Temporada 1: Sol, playa y pasión (episodio 4)",0:54:47,11/9/2024 2:48,Love Is Blind: Argentina,1,4,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:54:14,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Love Is Blind: Argentina: Temporada 1: Sol, playa y pasión (episodio 4)",0:54:47,11/9/2024 1:47,Love Is Blind: Argentina,1,4,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:14:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Ponerle cara a la voz (episodio 3),0:59:15,11/9/2024 1:20,Love Is Blind: Argentina,1,3,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:45:11,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Ponerle cara a la voz (episodio 3),0:59:15,11/8/2024 15:49,Love Is Blind: Argentina,1,3,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:57:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Tres son multitud (episodio 2),0:57:39,11/8/2024 0:54,Love Is Blind: Argentina,1,2,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:32:19,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Busco al amor de mi vida (episodio 1),0:59:39,11/8/2024 0:15,Love Is Blind: Argentina,1,1,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:27:20,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Love Is Blind: Argentina: Temporada 1: Busco al amor de mi vida (episodio 1),0:59:39,11/7/2024 21:42,Love Is Blind: Argentina,1,1,SERIE,['Reality'],en,17.1604,Moderadamente popular
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Monstruos: La historia de Lyle y Erik Menendez: The Lyle and Erik Menendez Story: La culpa fue de la lluvia… (episodio 1),0:00:01,11/3/2024 3:41,Monstruos: La historia de Lyle y Erik Menendez,1,1,SERIE,"['Horror', 'Drama']",es,0.0311,Poco visto
0:07:28,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: La caja de Rebecca (episodio 8),0:21:01,10/21/2024 0:15,Nadie quiere esto: La caja de Rebecca,1,8,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:23:28,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: Esposas y novias (episodio 7),0:23:28,10/20/2024 23:51,Nadie quiere esto: Esposas y novias,1,7,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:21:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: El asco (episodio 6),0:21:09,10/20/2024 23:11,Nadie quiere esto: El asco,1,6,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:25:58,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: Mi amiga Joanne (episodio 5),0:25:58,10/20/2024 22:01,Nadie quiere esto: Mi amiga Joanne,1,5,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:25:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: El Destructor (episodio 4),0:25:30,10/20/2024 21:35,Nadie quiere esto: El Destructor,1,4,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:00:26,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En busca de Ola: Temporada 1: No me dejes (episodio 1),0:00:26,10/20/2024 19:38,En busca de Ola: No me dejes,1,1,SERIE,"['Comedy', 'Drama']",ar,2.3916,Poco visto
0:27:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Tramps,0:27:09,10/12/2024 3:07,Tramps,,,FILM,"['Comedy', 'Drama', 'Romance']",en,1.706,Poco visto
0:19:33,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: Tu aura es… (episodio 3),0:19:33,10/12/2024 1:59,Nadie quiere esto: Tu aura es…,1,3,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:24:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: Una shiksa entra al templo (episodio 2),0:24:53,10/12/2024 1:22,Nadie quiere esto: Una shiksa entra al templo,1,2,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:24:42,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Nadie quiere esto: Temporada 1: Piloto (episodio 1),0:24:42,10/12/2024 0:52,Nadie quiere esto: Piloto,1,1,SERIE,"['Comedy', 'Drama']",en,11.6442,Moderadamente popular
0:24:14,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 1: La sirenita (episodio 12),0:24:14,9/25/2024 23:24,Envidiosa: La sirenita,1,12,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:30:15,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 1: Mujer quilombo (episodio 11),0:30:15,9/25/2024 22:54,Envidiosa: Mujer quilombo,1,11,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:26:12,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Un zapato feo y cómodo (episodio 10),0:26:12,9/24/2024 23:16,Envidiosa: Un zapato feo y cómodo,1,10,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:28:24,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Historia clínica (episodio 9),0:28:24,9/24/2024 0:57,Envidiosa: Historia clínica,1,9,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:28:11,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Rota y Roto (episodio 8),0:28:11,9/23/2024 16:26,Envidiosa: Rota y Roto,1,8,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:32:06,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Todas se casan menos vos (episodio 7),0:32:06,9/22/2024 22:44,Envidiosa: Todas se casan menos vos,1,7,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:31:08,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Pizza Delivery (episodio 6),0:31:08,9/22/2024 22:00,Envidiosa: Pizza Delivery,1,6,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:27:29,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: El juego de la vida (episodio 5),0:27:29,9/22/2024 21:33,Envidiosa: El juego de la vida,1,5,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:30:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Leona pero no campeona (episodio 4),0:30:05,9/22/2024 20:45,Envidiosa: Leona pero no campeona,1,4,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:29:35,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Ametralladora de likes (episodio 3),0:29:35,9/22/2024 20:14,Envidiosa: Ametralladora de likes,1,3,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:34:52,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Barrilete cósmico (episodio 2),0:34:52,9/22/2024 17:49,Envidiosa: Barrilete cósmico,1,2,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:39:34,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 1: Todo sobre Vicky (episodio 1),0:39:34,9/22/2024 17:00,Envidiosa: Todo sobre Vicky,1,1,SERIE,"['Comedy', 'Drama']",es,8.614,Poco visto
0:24:23,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Maternidad activada: Temporada 1: El que se alejó (episodio 1),0:24:23,9/17/2024 0:25,Maternidad activada: El que se alejó,1,1,SERIE,,,,
0:44:19,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 8 (episodio 8),0:44:19,9/15/2024 4:45,Kaos: KAOS,1,8,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:39:46,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 7 (episodio 7),0:39:46,9/15/2024 3:56,Kaos: KAOS,1,7,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:36:57,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 6 (episodio 6),0:43:15,9/15/2024 3:13,Kaos: KAOS,1,6,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:06:18,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 6 (episodio 6),0:43:15,9/14/2024 22:13,Kaos: KAOS,1,6,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:09:44,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 5 (episodio 5),0:40:31,9/14/2024 22:03,Kaos: KAOS,1,5,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:30:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 5 (episodio 5),0:40:31,9/14/2024 13:48,Kaos: KAOS,1,5,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:50:14,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 4 (episodio 4),0:50:14,9/12/2024 23:34,Kaos: KAOS,1,4,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:42:57,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 3 (episodio 3),0:42:57,9/11/2024 23:52,Kaos: KAOS,1,3,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:37:14,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 2 (episodio 2),0:47:21,9/11/2024 23:10,Kaos: KAOS,1,2,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:10:07,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 2 (episodio 2),0:47:21,9/11/2024 22:55,Kaos: KAOS,1,2,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:45:07,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Kaos: KAOS: Episodio 1 (episodio 1),0:45:07,9/11/2024 22:09,Kaos: KAOS,1,1,SERIE,"['Comedy', 'Sci-Fi & Fantasy', 'Drama']",en,7.525,Poco visto
0:10:29,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Lift: Un robo de primera clase,0:27:37,9/2/2024 1:03,Lift: Un robo de primera clase,,,FILM,"['Action', 'Comedy', 'Crime']",en,4.1889,Poco visto
0:17:08,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Lift: Un robo de primera clase,0:27:37,9/1/2024 22:49,Lift: Un robo de primera clase,,,FILM,"['Action', 'Comedy', 'Crime']",en,4.1889,Poco visto
1:40:25,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El Sindicato,1:40:25,9/1/2024 18:34,El Sindicato,,,FILM,"['Crime', 'Drama']",es,0.1712,Poco visto
0:07:10,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: La pareja perfecta por siempre (episodio 10),1:08:27,8/13/2024 0:23,La pareja perfecta: La pareja perfecta por siempre,2,10,SERIE,['Horror'],es,0.1086,Poco visto
0:05:26,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Atlanta: ¿Te casarías conmigo? (episodio 2),0:05:26,8/12/2024 16:29,El amor es ciego: Atlanta,1,2,SERIE,,es,0.6461,Poco visto
0:25:15,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Atlanta: ¿El amor es ciego? (episodio 1),0:54:49,8/12/2024 15:55,El amor es ciego: Atlanta,1,1,SERIE,,es,0.6461,Poco visto
0:00:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El amor es ciego: Charlotte: Un amor sublime (episodio 1),0:00:02,8/12/2024 15:54,El amor es ciego: Charlotte,1,1,SERIE,,es,0.6461,Poco visto
0:29:33,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,El amor es ciego: Atlanta: ¿El amor es ciego? (episodio 1),0:54:49,8/10/2024 17:16,El amor es ciego: Atlanta,1,1,SERIE,,es,0.6461,Poco visto
0:21:38,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: La pareja perfecta por siempre (episodio 10),1:08:27,8/10/2024 0:56,La pareja perfecta: La pareja perfecta por siempre,2,10,SERIE,['Horror'],es,0.1086,Poco visto
0:39:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: La pareja perfecta por siempre (episodio 10),1:08:27,8/9/2024 0:50,La pareja perfecta: La pareja perfecta por siempre,2,10,SERIE,['Horror'],es,0.1086,Poco visto
0:47:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: Decir la verdad (episodio 9),0:47:30,8/8/2024 23:54,La pareja perfecta: Decir la verdad,2,9,SERIE,['Horror'],es,0.1086,Poco visto
0:49:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"La pareja perfecta: Temporada 2: Él dijo, ella dijo (episodio 8)",0:49:05,8/8/2024 22:18,"La pareja perfecta: Él dijo, ella dijo",2,8,SERIE,['Horror'],es,0.1086,Poco visto
0:38:07,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: Amor vendado (episodio 7),0:56:39,8/8/2024 21:37,La pareja perfecta: Amor vendado,2,7,SERIE,['Horror'],es,0.1086,Poco visto
0:18:32,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: Amor vendado (episodio 7),0:56:39,8/8/2024 16:20,La pareja perfecta: Amor vendado,2,7,SERIE,['Horror'],es,0.1086,Poco visto
0:22:48,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: La misma visión (episodio 6),0:54:31,8/8/2024 15:57,La pareja perfecta: La misma visión,2,6,SERIE,['Horror'],es,0.1086,Poco visto
0:31:43,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: La misma visión (episodio 6),0:54:31,8/8/2024 1:02,La pareja perfecta: La misma visión,2,6,SERIE,['Horror'],es,0.1086,Poco visto
0:44:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: Decisiones y separaciones (episodio 5),0:44:53,8/8/2024 0:15,La pareja perfecta: Decisiones y separaciones,2,5,SERIE,['Horror'],es,0.1086,Poco visto
0:43:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: Bombas de la verdad (episodio 4),0:43:47,8/6/2024 16:08,La pareja perfecta: Bombas de la verdad,2,4,SERIE,['Horror'],es,0.1086,Poco visto
0:46:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: La teoría del caos (episodio 3),0:46:01,8/6/2024 0:40,La pareja perfecta: La teoría del caos,2,3,SERIE,['Horror'],es,0.1086,Poco visto
0:21:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: Lo que dice un beso (episodio 2),0:53:11,8/6/2024 0:16,La pareja perfecta: Lo que dice un beso,2,2,SERIE,['Horror'],es,0.1086,Poco visto
0:31:41,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 2: Lo que dice un beso (episodio 2),0:53:11,8/5/2024 16:42,La pareja perfecta: Lo que dice un beso,2,2,SERIE,['Horror'],es,0.1086,Poco visto
0:54:11,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"La pareja perfecta: Temporada 2: En sus marcas, listos, ¡a buscar pareja! (episodio 1)",0:54:11,8/5/2024 0:26,"La pareja perfecta: En sus marcas, listos, ¡a buscar pareja!",2,1,SERIE,['Horror'],es,0.1086,Poco visto
0:50:55,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"La pareja perfecta: Temporada 1: Juego, set y partido perfecto (episodio 12)",0:50:55,8/4/2024 23:06,"La pareja perfecta: Juego, set y partido perfecto",1,12,SERIE,['Horror'],es,0.1086,Poco visto
0:28:52,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 1: De vuelta al ruedo (episodio 11),0:36:43,8/4/2024 21:34,La pareja perfecta: De vuelta al ruedo,1,11,SERIE,['Horror'],es,0.1086,Poco visto
0:07:51,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 1: De vuelta al ruedo (episodio 11),0:36:43,8/4/2024 20:52,La pareja perfecta: De vuelta al ruedo,1,11,SERIE,['Horror'],es,0.1086,Poco visto
0:54:08,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 1: Agitar las aguas (episodio 10),0:54:08,8/4/2024 14:07,La pareja perfecta: Agitar las aguas,1,10,SERIE,['Horror'],es,0.1086,Poco visto
0:52:13,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 1: Ámalo o déjalo (episodio 9),0:52:13,8/4/2024 3:15,La pareja perfecta: Ámalo o déjalo,1,9,SERIE,['Horror'],es,0.1086,Poco visto
0:53:40,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 1: Flechazo (episodio 8),0:53:40,8/4/2024 2:10,La pareja perfecta: Flechazo,1,8,SERIE,['Horror'],es,0.1086,Poco visto
0:55:22,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La pareja perfecta: Temporada 1: Recalculando (episodio 7),0:56:46,8/4/2024 1:03,La pareja perfecta: Recalculando,1,7,SERIE,['Horror'],es,0.1086,Poco visto
0:00:20,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Jugando con fuego: Temporada 1: Amor, sexo o dinero (episodio 1)",0:40:04,8/4/2024 0:47,"Jugando con fuego: Amor, sexo o dinero",1,1,SERIE,['Reality'],es,2.3043,Poco visto
0:26:40,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Jugando con fuego: Temporada 6: Una sorpresa especial (episodio 10),0:46:55,8/4/2024 0:20,Jugando con fuego: Una sorpresa especial,6,10,SERIE,['Reality'],es,2.3043,Poco visto
0:20:15,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Jugando con fuego: Temporada 6: Una sorpresa especial (episodio 10),0:46:55,8/3/2024 23:36,Jugando con fuego: Una sorpresa especial,6,10,SERIE,['Reality'],es,2.3043,Poco visto
0:20:28,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Jugando con fuego: Temporada 6: Con o sin Bri (episodio 9),0:39:10,8/3/2024 20:09,Jugando con fuego: Con o sin Bri,6,9,SERIE,['Reality'],es,2.3043,Poco visto
0:18:40,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Jugando con fuego: Temporada 6: Con o sin Bri (episodio 9),0:39:10,8/3/2024 19:15,Jugando con fuego: Con o sin Bri,6,9,SERIE,['Reality'],es,2.3043,Poco visto
0:00:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Jugando con fuego: Temporada 6: Con o sin Bri (episodio 9),0:39:10,8/3/2024 18:02,Jugando con fuego: Con o sin Bri,6,9,SERIE,['Reality'],es,2.3043,Poco visto
