Duration,Country,Device Type,Title,Duracion total,StartTime,AÃ±o,Mes ,Dia,Hora,clean_title,Season,Episode,Supplemental Video Type,Genero,Original language,popularity,popularity_category,clean_title2
0:19:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Manual para seÃ±oritas: Temporada 1: LecciÃ³nÂ 6: Tus deseos no son prioridad (episodio 6),0:35:26,4/28/2025 21:07,2025,4,Monday,21,Manual para seÃ±oritas: LecciÃ³nÂ 6,1,6,SERIE,Drama,es,3.5259,Poco visto,Manual para seÃ±oritas
0:15:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Manual para seÃ±oritas: Temporada 1: LecciÃ³nÂ 6: Tus deseos no son prioridad (episodio 6),0:35:26,4/27/2025 20:47,2025,4,Sunday,20,Manual para seÃ±oritas: LecciÃ³nÂ 6,1,6,SERIE,Drama,es,3.5259,Poco visto,Manual para seÃ±oritas
0:18:57,AR (Argentina),Apple iPhone 16 Pro iPhone,Manual para seÃ±oritas: Temporada 1: LecciÃ³nÂ 5: No traicionar a tu seÃ±orita (episodio 5),0:18:57,4/26/2025 21:43,2025,4,Saturday,21,Manual para seÃ±oritas: LecciÃ³nÂ 5,1,5,SERIE,Drama,es,3.5259,Poco visto,Manual para seÃ±oritas
0:22:40,US (United States),Apple iPhone 16 Pro iPhone,Manual para seÃ±oritas: Temporada 1: LecciÃ³nÂ 2: No contar mentiras (episodio 2),0:22:40,4/25/2025 21:07,2025,4,Friday,21,Manual para seÃ±oritas: LecciÃ³nÂ 2,1,2,SERIE,Drama,es,3.5259,Poco visto,Manual para seÃ±oritas
0:43:24,AR (Argentina),Apple iPhone 16 Pro iPhone,Manual para seÃ±oritas: Temporada 1: LecciÃ³nÂ 1: Prohibido enamorarse (episodio 1),0:43:24,4/25/2025 20:12,2025,4,Friday,20,Manual para seÃ±oritas: LecciÃ³nÂ 1,1,1,SERIE,Drama,es,3.5259,Poco visto,Manual para seÃ±oritas
0:13:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La dolce casa,0:13:47,4/25/2025 9:36,2025,4,Friday,9,La dolce casa,,,FILM,Horror,it,0.3791,Poco visto,La dolce casa
0:07:51,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Calendario de podas (episodio 6),0:45:37,4/22/2025 16:51,2025,4,Tuesday,16,El jardinero,1,6,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:37:46,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Calendario de podas (episodio 6),0:45:37,4/22/2025 15:37,2025,4,Tuesday,15,El jardinero,1,6,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:18:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Isla de descomposiciÃ³n (episodio 5),0:52:27,4/22/2025 15:18,2025,4,Tuesday,15,El jardinero,1,5,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:00:22,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Control de plagas (episodio 4),0:48:50,4/22/2025 15:17,2025,4,Tuesday,15,El jardinero,1,4,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:00:03,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Control de plagas (episodio 4),0:48:50,4/22/2025 15:16,2025,4,Tuesday,15,El jardinero,1,4,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:34:23,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Isla de descomposiciÃ³n (episodio 5),0:52:27,4/22/2025 14:41,2025,4,Tuesday,14,El jardinero,1,5,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:12:24,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Control de plagas (episodio 4),0:48:50,4/22/2025 14:28,2025,4,Tuesday,14,El jardinero,1,4,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:36:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Control de plagas (episodio 4),0:48:50,4/22/2025 13:40,2025,4,Tuesday,13,El jardinero,1,4,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:12:59,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Sustrato orgÃ¡nico (episodio 3),0:52:21,4/22/2025 13:27,2025,4,Tuesday,13,El jardinero,1,3,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:38:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Sustrato orgÃ¡nico (episodio 3),0:52:21,4/22/2025 11:53,2025,4,Tuesday,11,El jardinero,1,3,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:02:06,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: GerminaciÃ³n de las semillas (episodio 2),0:44:47,4/22/2025 11:50,2025,4,Tuesday,11,El jardinero,1,2,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:00:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Sustrato orgÃ¡nico (episodio 3),0:52:21,4/22/2025 11:49,2025,4,Tuesday,11,El jardinero,1,3,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:00:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Sustrato orgÃ¡nico (episodio 3),0:52:21,4/21/2025 23:02,2025,4,Monday,23,El jardinero,1,3,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:42:41,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: GerminaciÃ³n de las semillas (episodio 2),0:44:47,4/21/2025 22:19,2025,4,Monday,22,El jardinero,1,2,SERIE,Crime,es,7.1832,Poco visto,El jardinero
0:45:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El jardinero: Miniserie: Paisaje atlÃ¡ntico (episodio 1),0:45:47,4/21/2025 21:33,2025,4,Monday,21,El jardinero,1,1,SERIE,Crime,es,7.1832,Poco visto,El jardinero
1:57:00,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Mi lista de deseos,1:57:00,3/30/2025 12:02,2025,3,Sunday,12,Mi lista de deseos,,,FILM,Romance,en,3.568,Poco visto,Mi lista de deseos
0:57:29,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Adolescencia: Miniserie: Episodio 4 (episodio 4),0:57:29,3/18/2025 21:19,2025,3,Tuesday,21,Adolescencia,1,4,SERIE,Comedy,es,0.6048,Poco visto,Adolescencia
0:51:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Adolescencia: Miniserie: Episodio 3 (episodio 3),0:51:30,3/18/2025 20:18,2025,3,Tuesday,20,Adolescencia,1,3,SERIE,Comedy,es,0.6048,Poco visto,Adolescencia
0:48:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Adolescencia: Miniserie: Episodio 2 (episodio 2),0:48:05,3/17/2025 21:41,2025,3,Monday,21,Adolescencia,1,2,SERIE,Comedy,es,0.6048,Poco visto,Adolescencia
1:03:31,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Adolescencia: Miniserie: Episodio 1 (episodio 1),1:03:31,3/17/2025 20:29,2025,3,Monday,20,Adolescencia,1,1,SERIE,Comedy,es,0.6048,Poco visto,Adolescencia
0:58:48,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: Lombriz solitaria (episodio 6),0:58:48,2/23/2025 21:41,2025,2,Sunday,21,Vinagre de manzana,1,6,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
0:00:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: Cazuelas (episodio 5),1:01:42,2/23/2025 21:40,2025,2,Sunday,21,Vinagre de manzana,1,5,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
0:30:17,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: Cazuelas (episodio 5),1:01:42,2/23/2025 20:17,2025,2,Sunday,20,Vinagre de manzana,1,5,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
0:31:20,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: Cazuelas (episodio 5),1:01:42,2/23/2025 19:45,2025,2,Sunday,19,Vinagre de manzana,1,5,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
1:00:28,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: MamÃ¡Â Aya (episodio 4),1:00:28,2/23/2025 17:58,2025,2,Sunday,17,Vinagre de manzana,1,4,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
1:02:58,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: Delfines rosados (episodio 3),1:02:58,2/23/2025 16:40,2025,2,Sunday,16,Vinagre de manzana,1,3,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
0:59:07,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: SÃ¡banas limpias (episodio 2),0:59:07,2/23/2025 13:22,2025,2,Sunday,13,Vinagre de manzana,1,2,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
0:52:45,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Vinagre de manzana: Miniserie: Toxicidad (episodio 1),0:52:45,2/23/2025 12:14,2025,2,Sunday,12,Vinagre de manzana,1,1,SERIE,Drama,en,4.0565,Poco visto,Vinagre de manzana
0:39:13,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Valeria: Temporada 4: AquÃ­ yÂ ahora (episodio 6),0:39:13,2/21/2025 22:49,2025,2,Friday,22,Valeria: AquÃ­ yÂ ahora,4,6,SERIE,Comedy,es,16.4773,Moderadamente popular,Valeria
0:41:35,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Valeria: Temporada 4: Feria (episodio 5),0:41:35,2/21/2025 21:57,2025,2,Friday,21,Valeria: Feria,4,5,SERIE,Comedy,es,16.4773,Moderadamente popular,Valeria
0:39:20,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Valeria: Temporada 4: Pide un deseo (episodio 4),0:39:20,2/20/2025 22:20,2025,2,Thursday,22,Valeria: Pide un deseo,4,4,SERIE,Comedy,es,16.4773,Moderadamente popular,Valeria
0:42:24,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Valeria: Temporada 4: Responsabilidad afectiva (episodio 3),0:42:24,2/19/2025 18:00,2025,2,Wednesday,18,Valeria: Responsabilidad afectiva,4,3,SERIE,Comedy,es,16.4773,Moderadamente popular,Valeria
0:40:32,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Valeria: Temporada 4: La luz (episodio 2),0:40:32,2/17/2025 18:27,2025,2,Monday,18,Valeria: La luz,4,2,SERIE,Comedy,es,16.4773,Moderadamente popular,Valeria
0:35:32,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Valeria: Temporada 4: Nonâ€‘player Character (episodio 1),0:35:32,2/16/2025 20:52,2025,2,Sunday,20,Valeria: Nonâ€‘player Character,4,1,SERIE,Comedy,es,16.4773,Moderadamente popular,Valeria
0:24:12,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 2: Un desayuno perfecto (episodio 11),0:24:12,2/11/2025 17:44,2025,2,Tuesday,17,Envidiosa: Un desayuno perfecto,2,11,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:25:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 2: Licenciada en Maternidad (episodio 10),0:25:04,2/11/2025 17:19,2025,2,Tuesday,17,Envidiosa: Licenciada en Maternidad,2,10,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:28:44,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 2: Mundo de casualidades (episodio 9),0:28:44,2/9/2025 22:23,2025,2,Sunday,22,Envidiosa: Mundo de casualidades,2,9,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:15:48,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 2: Segundo Francia (episodio 8),0:26:17,2/9/2025 22:07,2025,2,Sunday,22,Envidiosa: Segundo Francia,2,8,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
1:30:04,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Algo embarazada,1:30:04,2/9/2025 19:43,2025,2,Sunday,19,Algo embarazada,,,FILM,Comedy,en,5.0708,Poco visto,Algo embarazada
0:10:28,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Segundo Francia (episodio 8),0:26:17,2/8/2025 15:32,2025,2,Saturday,15,Envidiosa: Segundo Francia,2,8,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:00:11,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Pata o muslo (episodio 7),0:23:33,2/8/2025 15:32,2025,2,Saturday,15,Envidiosa: Pata o muslo,2,7,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:00:02,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Ninja del amor (episodio 6),0:26:38,2/8/2025 15:32,2025,2,Saturday,15,Envidiosa: Ninja del amor,2,6,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:00:01,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Segundo Francia (episodio 8),0:26:17,2/8/2025 14:41,2025,2,Saturday,14,Envidiosa: Segundo Francia,2,8,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:23:22,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Pata o muslo (episodio 7),0:23:33,2/8/2025 14:17,2025,2,Saturday,14,Envidiosa: Pata o muslo,2,7,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:05:08,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Ninja del amor (episodio 6),0:26:38,2/8/2025 14:11,2025,2,Saturday,14,Envidiosa: Ninja del amor,2,6,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:21:28,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Ninja del amor (episodio 6),0:26:38,2/8/2025 12:16,2025,2,Saturday,12,Envidiosa: Ninja del amor,2,6,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:08:40,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Viajar en primera (episodio 5),0:23:23,2/8/2025 12:08,2025,2,Saturday,12,Envidiosa: Viajar en primera,2,5,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:14:43,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Viajar en primera (episodio 5),0:23:23,2/8/2025 11:21,2025,2,Saturday,11,Envidiosa: Viajar en primera,2,5,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:00:24,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: La secta (episodio 4),0:23:35,2/8/2025 11:21,2025,2,Saturday,11,Envidiosa: La secta,2,4,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:23:11,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: La secta (episodio 4),0:23:35,2/6/2025 23:32,2025,2,Thursday,23,Envidiosa: La secta,2,4,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:22:31,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,Envidiosa: Temporada 2: Hay un hueco (episodio 3),0:22:31,2/6/2025 23:09,2025,2,Thursday,23,Envidiosa: Hay un hueco,2,3,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:20:34,AR (Argentina),Apple iPad Pro 11 4th Gen Wi-Fi iPad,"Envidiosa: Temporada 2: Quien dice el doble, dice el triple (episodio 2)",0:20:34,2/6/2025 22:48,2025,2,Thursday,22,"Envidiosa: Quien dice el doble, dice el triple",2,2,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:24:45,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Envidiosa: Temporada 2: Choque de frente (episodio 1),0:24:45,2/5/2025 21:05,2025,2,Wednesday,21,Envidiosa: Choque de frente,2,1,SERIE,Comedy,es,8.614,Poco visto,Envidiosa
0:33:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: La gente se sigue casando (episodio 10),0:33:05,2/1/2025 20:31,2025,2,Saturday,20,Machos alfa: La gente se sigue casando,3,10,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:34:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: Contacto cero (episodio 9),0:34:39,2/1/2025 17:36,2025,2,Saturday,17,Machos alfa: Contacto cero,3,9,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:32:45,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: Equivocarse adrede (episodio 8),0:32:45,2/1/2025 16:58,2025,2,Saturday,16,Machos alfa: Equivocarse adrede,3,8,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:33:38,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: Pacto patriarcal (episodio 7),0:33:38,2/1/2025 16:20,2025,2,Saturday,16,Machos alfa: Pacto patriarcal,3,7,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
1:27:36,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Solo una noche de juegos,1:27:36,2/1/2025 13:27,2025,2,Saturday,13,Solo una noche de juegos,,,FILM,Comedy,de,1.3947,Poco visto,Solo una noche de juegos
0:32:34,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: Machos beta (episodio 6),0:32:34,2/1/2025 11:35,2025,2,Saturday,11,Machos alfa: Machos beta,3,6,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:18:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Machos alfa: Temporada 3: Amiga, date cuenta (episodio 5)",0:34:07,2/1/2025 11:17,2025,2,Saturday,11,"Machos alfa: Amiga, date cuenta",3,5,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
1:54:24,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La ballena,1:54:24,1/31/2025 23:26,2025,1,Friday,23,La ballena,,,FILM,Drama,es,0.9956,Poco visto,La ballena
0:16:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Machos alfa: Temporada 3: Amiga, date cuenta (episodio 5)",0:34:07,1/30/2025 17:22,2025,1,Thursday,17,"Machos alfa: Amiga, date cuenta",3,5,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:33:25,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: Dos mÃ¡s dos... (episodio 4),0:33:25,1/28/2025 21:30,2025,1,Tuesday,21,Machos alfa: Dos mÃ¡s dos...,3,4,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:31:38,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: El que se pilla pierde (episodio 3),0:31:48,1/28/2025 20:35,2025,1,Tuesday,20,Machos alfa: El que se pilla pierde,3,3,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:00:10,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: El que se pilla pierde (episodio 3),0:31:48,1/27/2025 20:38,2025,1,Monday,20,Machos alfa: El que se pilla pierde,3,3,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:30:40,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: Bollera fijo (episodio 2),0:30:40,1/27/2025 17:30,2025,1,Monday,17,Machos alfa: Bollera fijo,3,2,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:32:33,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 3: Hombres evolucionantes (episodio 1),0:32:33,1/27/2025 16:53,2025,1,Monday,16,Machos alfa: Hombres evolucionantes,3,1,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:34:33,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Para una vez que nos juntamosâ€¦ (episodio 10),0:34:33,1/26/2025 20:44,2025,1,Sunday,20,Machos alfa: Para una vez que nos juntamosâ€¦,2,10,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:33:11,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Â¿QuÃ© es ser mujer? (episodio 9),0:33:11,1/26/2025 19:20,2025,1,Sunday,19,Machos alfa: Â¿QuÃ© es ser mujer?,2,9,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:35:43,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Soy hetero (episodio 8),0:35:43,1/26/2025 18:20,2025,1,Sunday,18,Machos alfa: Soy hetero,2,8,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:33:49,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Los chicos de la hermandad (episodio 7),0:33:49,1/23/2025 21:31,2025,1,Thursday,21,Machos alfa: Los chicos de la hermandad,2,7,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:35:06,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Â¿Un lunes? (episodio 6),0:35:06,1/23/2025 20:49,2025,1,Thursday,20,Machos alfa: Â¿Un lunes?,2,6,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:38:26,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: No te enamores (episodio 5),0:38:26,1/23/2025 20:03,2025,1,Thursday,20,Machos alfa: No te enamores,2,5,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:30:23,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Pregunta antes de entrar (episodio 4),0:30:23,1/23/2025 17:47,2025,1,Thursday,17,Machos alfa: Pregunta antes de entrar,2,4,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:25:55,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Dale la vuelta (episodio 3),0:34:59,1/23/2025 17:21,2025,1,Thursday,17,Machos alfa: Dale la vuelta,2,3,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:09:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Dale la vuelta (episodio 3),0:34:59,1/23/2025 6:45,2025,1,Thursday,6,Machos alfa: Dale la vuelta,2,3,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:33:27,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Â¿TÃº tienes sueÃ±os? (episodio 2),0:33:27,1/23/2025 6:12,2025,1,Thursday,6,Machos alfa: Â¿TÃº tienes sueÃ±os?,2,2,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:29:29,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 2: Me siento comoâ€¦ deconstruido (episodio 1),0:29:29,1/23/2025 5:32,2025,1,Thursday,5,Machos alfa: Me siento comoâ€¦ deconstruido,2,1,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:32:19,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: O falla el temario o fallamos nosotros (episodio 10),0:32:19,1/22/2025 20:34,2025,1,Wednesday,20,Machos alfa: O falla el temario o fallamos nosotros,1,10,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:30:00,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: El MoisÃ©s de los machirulos (episodio 9),0:30:00,1/22/2025 19:41,2025,1,Wednesday,19,Machos alfa: El MoisÃ©s de los machirulos,1,9,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:18:58,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: Con lo bien que estÃ¡bamos (episodio 8),0:30:34,1/22/2025 19:22,2025,1,Wednesday,19,Machos alfa: Con lo bien que estÃ¡bamos,1,8,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:11:36,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: Con lo bien que estÃ¡bamos (episodio 8),0:30:34,1/22/2025 18:39,2025,1,Wednesday,18,Machos alfa: Con lo bien que estÃ¡bamos,1,8,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:32:37,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: Â¿CuÃ¡ndo lloraste por Ãºltima vez? (episodio 7),0:32:37,1/22/2025 17:34,2025,1,Wednesday,17,Machos alfa: Â¿CuÃ¡ndo lloraste por Ãºltima vez?,1,7,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:32:46,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: La que has liado (episodio 6),0:34:50,1/21/2025 21:30,2025,1,Tuesday,21,Machos alfa: La que has liado,1,6,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:31:18,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: Heteroflexibles sensibles (episodio 5),1:02:30,1/21/2025 20:55,2025,1,Tuesday,20,Machos alfa: Heteroflexibles sensibles,1,5,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:18:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: Hierbas ibicencas (episodio 4),1:11:35,1/21/2025 20:28,2025,1,Tuesday,20,Machos alfa: Hierbas ibicencas,1,4,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:17:51,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: Hierbas ibicencas (episodio 4),1:11:35,1/21/2025 16:55,2025,1,Tuesday,16,Machos alfa: Hierbas ibicencas,1,4,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Machos alfa: Temporada 1: Hierbas ibicencas (episodio 4),1:11:35,1/20/2025 17:45,2025,1,Monday,17,Machos alfa: Hierbas ibicencas,1,4,SERIE,Comedy,es,15.0534,Moderadamente popular,Machos alfa
